timestamp,leader_x,leader_y,leader_velocity,leader_acceleration,leader_curvature,follower_x,follower_y,follower_velocity,follower_acceleration,desired_distance,actual_distance,distance_error,z1,z2,z3,z4,alpha,s,invGam1,invGam2,invGam3,invGam4,inP1_pos_err,inP1_vel_err,inP1_geom_vel,inP1_yaw_rate,inP2_pos_err,inP2_vel_err,inP2_geom_vel,inP2_yaw_rate,commanded_accel,commanded_velocity,commanded_angular
3487541347.535938,1.231526,0.105170,0.000000,0.000000,0.000000,-0.836500,0.049744,0.236492,1.777994,1.309123,2.068768,0.759645,0.777417,0.274814,-0.233147,0.039632,0.000000,0.000000,3.943431,-0.670336,0.128013,0.753067,0.777417,-0.233147,0.000000,0.000000,0.274814,0.039632,0.000000,0.000000,1.935505,0.588022,0.306473
3487541347.575991,1.231526,0.105170,0.000000,0.000000,0.000000,-0.831753,0.048882,0.273563,1.884797,1.318391,2.064046,0.745655,0.762487,0.270987,-0.269911,0.044550,0.000000,0.000000,3.946604,-0.651398,0.123521,0.748375,0.762487,-0.269911,0.000000,0.000000,0.270987,0.044550,0.000000,0.000000,1.738460,0.622791,0.296984
3487541347.615910,1.231526,0.105170,0.000000,0.000000,0.000000,-0.826412,0.047666,0.297162,1.338015,1.324290,2.058741,0.734450,0.750034,0.265195,-0.293485,0.046604,0.000000,0.000000,3.950502,-0.627325,0.118427,0.745777,0.750034,-0.293485,0.000000,0.000000,0.265195,0.046604,0.000000,0.000000,1.608001,0.654951,0.286600
3487541347.656649,1.231526,0.105170,0.000000,0.000000,0.000000,-0.820463,0.046667,0.315206,1.804407,1.328801,2.052822,0.724021,0.738493,0.259610,-0.311575,0.047705,0.000000,0.000000,3.953924,-0.605378,0.113895,0.743889,0.738493,-0.311575,0.000000,0.000000,0.259610,0.047705,0.000000,0.000000,1.501960,0.684991,0.277232
3487541347.695993,1.231526,0.105170,0.000000,0.000000,0.000000,-0.813898,0.045545,0.342243,1.144702,1.335561,2.046292,0.710732,0.723990,0.253365,-0.338623,0.049647,0.000000,0.000000,3.957690,-0.580250,0.108615,0.740829,0.723990,-0.338623,0.000000,0.000000,0.253365,0.049647,0.000000,0.000000,1.349341,0.711977,0.266337
3487541347.738606,1.231526,0.105170,0.000000,0.000000,0.000000,-0.810392,0.045024,0.376906,1.830546,1.344226,2.042804,0.698577,0.711307,0.250982,-0.373088,0.053508,0.000000,0.000000,3.959486,-0.567866,0.105612,0.736387,0.711307,-0.373088,0.000000,0.000000,0.250982,0.053508,0.000000,0.000000,1.166262,0.735303,0.259942
3487541347.776025,1.231526,0.105170,0.000000,0.000000,0.000000,-0.798992,0.043217,0.416540,1.280859,1.354135,2.031462,0.677327,0.688269,0.240981,-0.412883,0.055070,0.000000,0.000000,3.964888,-0.528833,0.097633,0.731996,0.688269,-0.412883,0.000000,0.000000,0.240981,0.055070,0.000000,0.000000,0.935312,0.754009,0.243595
3487541347.817485,1.231526,0.105170,0.000000,0.000000,0.000000,-0.790683,0.042112,0.425982,0.944283,1.356496,2.023191,0.666696,0.676428,0.233222,-0.422617,0.053437,0.000000,0.000000,3.968403,-0.501776,0.092477,0.731370,0.676428,-0.422617,0.000000,0.000000,0.233222,0.053437,0.000000,0.000000,0.863385,0.771277,0.233125
3487541347.856441,1.231526,0.105170,0.000000,0.000000,0.000000,-0.781915,0.040958,0.453289,1.348451,1.363322,2.014464,0.651142,0.659737,0.225872,-0.450091,0.053750,0.000000,0.000000,3.971779,-0.474311,0.086977,0.728327,0.659737,-0.450091,0.000000,0.000000,0.225872,0.053750,0.000000,0.000000,0.700038,0.785277,0.221891
3487541347.898609,1.231526,0.105170,0.000000,0.000000,0.000000,-0.777430,0.040139,0.482826,1.091629,1.370707,2.010008,0.639301,0.647251,0.221867,-0.479655,0.055245,0.000000,0.000000,3.973730,-0.457677,0.083475,0.724759,0.647251,-0.479655,0.000000,0.000000,0.221867,0.055245,0.000000,0.000000,0.539152,0.796060,0.214829
3487541347.935993,1.231526,0.105170,0.000000,0.000000,0.000000,-0.763199,0.038249,0.490704,0.787731,1.372676,1.995847,0.623171,0.629381,0.208608,-0.488083,0.050650,0.000000,0.000000,3.978634,-0.412878,0.075196,0.724613,0.629381,-0.488083,0.000000,0.000000,0.208608,0.050650,0.000000,0.000000,0.455133,0.805163,0.198487
3487541347.976079,1.231526,0.105170,0.000000,0.000000,0.000000,-0.753183,0.037227,0.518498,0.899739,1.379625,1.985871,0.606246,0.611497,0.200813,-0.516088,0.049936,0.000000,0.000000,3.981406,-0.385234,0.069808,0.721465,0.611497,-0.516088,0.000000,0.000000,0.200813,0.049936,0.000000,0.000000,0.283263,0.810828,0.187567
3487541348.016032,1.231526,0.105170,0.000000,0.000000,0.000000,-0.742838,0.036156,0.534925,0.849684,1.383731,1.975570,0.591838,0.596213,0.193164,-0.532768,0.047994,0.000000,0.000000,3.983868,-0.358883,0.064840,0.719769,0.596213,-0.532768,0.000000,0.000000,0.193164,0.047994,0.000000,0.000000,0.166211,0.814153,0.177692
3487541348.056384,1.231526,0.105170,0.000000,0.000000,0.000000,-0.732160,0.035198,0.541914,0.698884,1.385478,1.964932,0.579453,0.583055,0.185770,-0.540018,0.045293,0.000000,0.000000,3.986004,-0.334319,0.060326,0.719247,0.583055,-0.540018,0.000000,0.000000,0.185770,0.045293,0.000000,0.000000,0.094297,0.816038,0.168788
3487541348.096951,1.231526,0.105170,0.000000,0.000000,0.000000,-0.726718,0.034675,0.555789,0.645364,1.388947,1.959512,0.570565,0.573789,0.182113,-0.553991,0.044664,0.000000,0.000000,3.987063,-0.321447,0.057858,0.717641,0.573789,-0.553991,0.000000,0.000000,0.182113,0.044664,0.000000,0.000000,0.006038,0.816159,0.163890
3487541348.136463,1.231526,0.105170,0.000000,0.000000,0.000000,-0.715638,0.033759,0.567271,0.492766,1.391818,1.948473,0.556655,0.559214,0.175109,-0.565694,0.042265,0.000000,0.000000,3.988882,-0.298021,0.053531,0.716488,0.559214,-0.565694,0.000000,0.000000,0.175109,0.042265,0.000000,0.000000,-0.090630,0.814347,0.155399
3487541348.176045,1.231526,0.105170,0.000000,0.000000,0.000000,-0.704299,0.032926,0.578025,0.698964,1.394506,1.937173,0.542667,0.544612,0.168026,-0.576660,0.039702,0.000000,0.000000,3.990554,-0.274741,0.049254,0.715406,0.544612,-0.576660,0.000000,0.000000,0.168026,0.039702,0.000000,0.000000,-0.184959,0.810647,0.147031
3487541348.215889,1.231526,0.105170,0.000000,0.000000,0.000000,-0.692732,0.032141,0.587430,0.446003,1.396858,1.925643,0.528786,0.530205,0.161508,-0.586251,0.037209,0.000000,0.000000,3.991968,-0.253366,0.045346,0.714455,0.530205,-0.586251,0.000000,0.000000,0.161508,0.037209,0.000000,0.000000,-0.274080,0.805166,0.139433
3487541348.257829,1.231526,0.105170,0.000000,0.000000,0.000000,-0.681025,0.031381,0.591418,0.250143,1.397854,1.913974,0.516120,0.517041,0.154714,-0.590426,0.034239,0.000000,0.000000,3.993291,-0.231569,0.041415,0.714182,0.517041,-0.590426,0.000000,0.000000,0.154714,0.034239,0.000000,0.000000,-0.336802,0.798430,0.131907
3487541348.299622,1.231526,0.105170,0.000000,0.000000,0.000000,-0.669276,0.030621,0.594813,0.417364,1.398703,1.902263,0.503560,0.504018,0.147800,-0.593997,0.031151,0.000000,0.000000,3.994511,-0.209482,0.037442,0.713967,0.504018,-0.593997,0.000000,0.000000,0.147800,0.031151,0.000000,0.000000,-0.396910,0.790492,0.124396
3487541348.336987,1.231526,0.105170,0.000000,0.000000,0.000000,-0.657405,0.029984,0.596476,0.174731,1.399119,1.890427,0.491308,0.491380,0.141411,-0.595808,0.028233,0.000000,0.000000,3.995517,-0.189331,0.033830,0.713934,0.491380,-0.595808,0.000000,0.000000,0.141411,0.028233,0.000000,0.000000,-0.449360,0.781504,0.117582
3487541348.376219,1.231526,0.105170,0.000000,0.000000,0.000000,-0.645478,0.029453,0.597828,-0.052670,1.399457,1.878531,0.479074,0.478831,0.135648,-0.597279,0.025602,0.000000,0.000000,3.996330,-0.171297,0.030601,0.713907,0.478831,-0.597279,0.000000,0.000000,0.135648,0.025602,0.000000,0.000000,-0.500980,0.771485,0.111493
3487541348.417474,1.231526,0.105170,0.000000,0.000000,0.000000,-0.633549,0.028942,0.597085,0.093016,1.399271,1.866632,0.467360,0.466837,0.129998,-0.596644,0.022944,0.000000,0.000000,3.997046,-0.153706,0.027462,0.714130,0.466837,-0.596644,0.000000,0.000000,0.129998,0.022944,0.000000,0.000000,-0.542352,0.760638,0.105655
3487541348.456919,1.231526,0.105170,0.000000,0.000000,0.000000,-0.621641,0.028474,0.597300,0.021507,1.399325,1.854753,0.455428,0.454665,0.124696,-0.596948,0.020489,0.000000,0.000000,3.997646,-0.137208,0.024513,0.714210,0.454665,-0.596948,0.000000,0.000000,0.124696,0.020489,0.000000,0.000000,-0.588716,0.748863,0.100205
3487541348.496314,1.231526,0.105170,0.000000,0.000000,0.000000,-0.609743,0.028098,0.596931,0.145726,1.399233,1.842881,0.443649,0.442686,0.119708,-0.596654,0.018189,0.000000,0.000000,3.998143,-0.121882,0.021777,0.714346,0.442686,-0.596654,0.000000,0.000000,0.119708,0.018189,0.000000,0.000000,-0.632393,0.736216,0.095153
3487541348.536362,1.231526,0.105170,0.000000,0.000000,0.000000,-0.597934,0.027723,0.590724,-0.209291,1.397681,1.831098,0.433417,0.432280,0.114888,-0.590512,0.015824,0.000000,0.000000,3.998565,-0.107152,0.019166,0.715214,0.432280,-0.590512,0.000000,0.000000,0.114888,0.015824,0.000000,0.000000,-0.646705,0.723282,0.090455
3487541348.576060,1.231526,0.105170,0.000000,0.000000,0.000000,-0.592045,0.027567,0.587094,0.001489,1.396773,1.825221,0.428448,0.427235,0.112569,-0.586910,0.014697,0.000000,0.000000,3.998746,-0.100134,0.017922,0.715711,0.427235,-0.586910,0.000000,0.000000,0.112569,0.014697,0.000000,0.000000,-0.651243,0.710257,0.088224
3487541348.616451,1.231526,0.105170,0.000000,0.000000,0.000000,-0.580345,0.027272,0.579527,-0.530355,1.394882,1.813544,0.418662,0.417313,0.108003,-0.579392,0.012508,0.000000,0.000000,3.999068,-0.086331,0.015473,0.716740,0.417313,-0.579392,0.000000,0.000000,0.108003,0.012508,0.000000,0.000000,-0.658566,0.697085,0.083867
3487541348.656138,1.231526,0.105170,0.000000,0.000000,0.000000,-0.568781,0.027040,0.573609,-0.498541,1.393402,1.802002,0.408599,0.407139,0.103711,-0.573513,0.010530,0.000000,0.000000,3.999326,-0.073432,0.013175,0.717547,0.407139,-0.573513,0.000000,0.000000,0.103711,0.010530,0.000000,0.000000,-0.673770,0.683610,0.079781
3487541348.696362,1.231526,0.105170,0.000000,0.000000,0.000000,-0.557362,0.026837,0.567125,-0.351774,1.391781,1.790602,0.398821,0.397269,0.099636,-0.567058,0.008680,0.000000,0.000000,3.999531,-0.061224,0.010997,0.718420,0.397269,-0.567058,0.000000,0.000000,0.099636,0.008680,0.000000,0.000000,-0.685708,0.669896,0.075949
3487541348.737380,1.231526,0.105170,0.000000,0.000000,0.000000,-0.546071,0.026670,0.557660,-0.709464,1.389415,1.779329,0.389914,0.388288,0.095679,-0.557618,0.006895,0.000000,0.000000,3.999694,-0.049454,0.008898,0.719672,0.388288,-0.557618,0.000000,0.000000,0.095679,0.006895,0.000000,0.000000,-0.682341,0.656249,0.072312
3487541348.777643,1.231526,0.105170,0.000000,0.000000,0.000000,-0.534930,0.026555,0.551112,-0.307923,1.387778,1.768204,0.380426,0.378743,0.092024,-0.551086,0.005325,0.000000,0.000000,3.999813,-0.038646,0.006962,0.720543,0.378743,-0.551086,0.000000,0.000000,0.092024,0.005325,0.000000,0.000000,-0.693103,0.642387,0.068944
3487541348.822371,1.231526,0.105170,0.000000,0.000000,0.000000,-0.523960,0.026467,0.542795,-0.307039,1.385699,1.757249,0.371550,0.369821,0.088473,-0.542782,0.003827,0.000000,0.000000,3.999901,-0.028201,0.005088,0.721640,0.369821,-0.542782,0.000000,0.000000,0.088473,0.003827,0.000000,0.000000,-0.694429,0.628498,0.065727
3487541348.857176,1.231526,0.105170,0.000000,0.000000,0.000000,-0.513147,0.026409,0.534177,-0.432301,1.383544,1.746449,0.362905,0.361143,0.085155,-0.534171,0.002468,0.000000,0.000000,3.999957,-0.018484,0.003340,0.722774,0.361143,-0.534171,0.000000,0.000000,0.085155,0.002468,0.000000,0.000000,-0.693726,0.614624,0.062754
3487541348.896731,1.231526,0.105170,0.000000,0.000000,0.000000,-0.502522,0.026367,0.524473,-0.485666,1.381118,1.735837,0.354719,0.352933,0.081997,-0.524472,0.001213,0.000000,0.000000,3.999989,-0.009248,0.001674,0.724049,0.352933,-0.524472,0.000000,0.000000,0.081997,0.001213,0.000000,0.000000,-0.686923,0.600885,0.059960
3487541348.936227,1.231526,0.105170,0.000000,0.000000,0.000000,-0.492081,0.026362,0.514489,-0.267493,1.378622,1.725407,0.346785,0.344984,0.078984,-0.514489,0.000065,0.000000,0.000000,4.000000,-0.000508,0.000092,0.725362,0.344984,-0.514489,0.000000,0.000000,0.078984,0.000065,0.000000,0.000000,-0.678058,0.587324,0.057324
3487541348.976105,1.231526,0.105170,0.000000,0.000000,0.000000,-0.481826,0.026375,0.505141,-0.600258,1.376285,1.715163,0.338878,0.337069,0.076121,-0.505140,-0.000982,0.000000,0.000000,3.999992,0.007773,-0.001412,0.726592,0.337069,-0.505140,0.000000,0.000000,0.076121,-0.000982,0.000000,0.000000,-0.671698,0.573890,0.054833
3487541349.015949,1.231526,0.105170,0.000000,0.000000,0.000000,-0.471764,0.026403,0.494226,-0.801000,1.373557,1.705110,0.331553,0.329743,0.073454,-0.494223,-0.001912,0.000000,0.000000,3.999970,0.015473,-0.002816,0.728032,0.329743,-0.494223,0.000000,0.000000,0.073454,-0.001912,0.000000,0.000000,-0.656806,0.560754,0.052548
3487541349.055998,1.231526,0.105170,0.000000,0.000000,0.000000,-0.461885,0.026460,0.486975,-0.432362,1.371744,1.695239,0.323496,0.321690,0.070883,-0.486967,-0.002779,0.000000,0.000000,3.999935,0.022824,-0.004160,0.728987,0.321690,-0.486967,0.000000,0.000000,0.070883,-0.002779,0.000000,0.000000,-0.659544,0.547563,0.050335
3487541349.096022,1.231699,0.105272,0.000000,0.000000,0.000000,-0.452206,0.026534,0.477864,-0.342946,1.369466,1.685745,0.316279,0.314477,0.068600,-0.477851,-0.003537,0.000000,0.000000,3.999890,0.029610,-0.005405,0.730192,0.314477,-0.477851,0.000000,0.000000,0.068600,-0.003537,0.000000,0.000000,-0.651553,0.534532,0.048391
3487541349.136034,1.231699,0.105272,0.000000,0.000000,0.000000,-0.442717,0.026619,0.466708,-0.572673,1.366677,1.676262,0.309585,0.307795,0.066311,-0.466689,-0.004215,0.000000,0.000000,3.999837,0.036123,-0.006608,0.731672,0.307795,-0.466689,0.000000,0.000000,0.066311,-0.004215,0.000000,0.000000,-0.633307,0.521866,0.046484
3487541349.176589,1.231699,0.105272,0.000000,0.000000,0.000000,-0.433418,0.026711,0.462823,-0.388424,1.365706,1.666969,0.301263,0.299488,0.064012,-0.462797,-0.004931,0.000000,0.000000,3.999773,0.042613,-0.007800,0.732181,0.299488,-0.462797,0.000000,0.000000,0.064012,-0.004931,0.000000,0.000000,-0.650680,0.508852,0.044532
3487541349.217655,1.231699,0.105272,0.000000,0.000000,0.000000,-0.424320,0.026814,0.453359,-0.643915,1.363340,1.657876,0.294537,0.292779,0.061940,-0.453326,-0.005493,0.000000,0.000000,3.999706,0.048463,-0.008887,0.733439,0.292779,-0.453326,0.000000,0.000000,0.061940,-0.005493,0.000000,0.000000,-0.639403,0.496064,0.042827
3487541349.256324,1.231699,0.105272,0.000000,0.000000,0.000000,-0.419845,0.026871,0.440921,-0.884742,1.360230,1.653404,0.293174,0.291425,0.060991,-0.440885,-0.005643,0.000000,0.000000,3.999672,0.051196,-0.009409,0.735109,0.291425,-0.440885,0.000000,0.000000,0.060991,-0.005643,0.000000,0.000000,-0.594957,0.484165,0.042093
3487541349.296703,1.231699,0.105272,0.000000,0.000000,0.000000,-0.411041,0.026986,0.431738,-0.548681,1.357935,1.644604,0.286669,0.284942,0.058999,-0.431695,-0.006132,0.000000,0.000000,3.999597,0.056813,-0.010459,0.736338,0.284942,-0.431695,0.000000,0.000000,0.058999,-0.006132,0.000000,0.000000,-0.583949,0.472486,0.040463
3487541349.335896,1.231699,0.105272,0.000000,0.000000,0.000000,-0.402450,0.027130,0.421804,-0.566946,1.355451,1.636016,0.280565,0.278860,0.057162,-0.421754,-0.006529,0.000000,0.000000,3.999521,0.061913,-0.011419,0.737673,0.278860,-0.421754,0.000000,0.000000,0.057162,-0.006529,0.000000,0.000000,-0.568372,0.461119,0.038983
3487541349.375924,1.231699,0.105272,0.000000,0.000000,0.000000,-0.394065,0.027287,0.411743,-0.637332,1.352936,1.627633,0.274697,0.273013,0.055609,-0.411687,-0.006810,0.000000,0.000000,3.999453,0.066154,-0.012224,0.739032,0.273013,-0.411687,0.000000,0.000000,0.055609,-0.006810,0.000000,0.000000,-0.551391,0.450091,0.037759
3487541349.417995,1.231699,0.105272,0.000000,0.000000,0.000000,-0.385885,0.027433,0.404064,-0.301863,1.351016,1.619456,0.268440,0.266778,0.053986,-0.404001,-0.007134,0.000000,0.000000,3.999377,0.070621,-0.013068,0.740068,0.266778,-0.404001,0.000000,0.000000,0.053986,-0.007134,0.000000,0.000000,-0.545495,0.439181,0.036467
3487541349.457645,1.231699,0.105272,0.000000,0.000000,0.000000,-0.377907,0.027572,0.391679,-0.262889,1.347920,1.611480,0.263560,0.261924,0.052375,-0.391610,-0.007359,0.000000,0.000000,3.999294,0.075153,-0.013939,0.741753,0.261924,-0.391610,0.000000,0.000000,0.052375,-0.007359,0.000000,0.000000,-0.515272,0.428876,0.035198
3487541349.495988,1.231699,0.105272,0.000000,0.000000,0.000000,-0.370127,0.027728,0.385104,-0.219166,1.346276,1.603702,0.257426,0.255812,0.050968,-0.385029,-0.007602,0.000000,0.000000,3.999221,0.078963,-0.014663,0.742645,0.255812,-0.385029,0.000000,0.000000,0.050968,-0.007602,0.000000,0.000000,-0.513343,0.418609,0.034100
3487541349.535856,1.231699,0.105272,0.000000,0.000000,0.000000,-0.362527,0.027896,0.373582,-0.538900,1.343396,1.596102,0.252707,0.251116,0.049646,-0.373503,-0.007711,0.000000,0.000000,3.999148,0.082567,-0.015365,0.744224,0.251116,-0.373503,0.000000,0.000000,0.049646,-0.007711,0.000000,0.000000,-0.485979,0.408889,0.033089
3487541349.578342,1.231699,0.105272,0.000000,0.000000,0.000000,-0.355109,0.028047,0.363376,-0.560419,1.340844,1.588686,0.247842,0.246275,0.048339,-0.363291,-0.007828,0.000000,0.000000,3.999072,0.086172,-0.016067,0.745626,0.246275,-0.363291,0.000000,0.000000,0.048339,-0.007828,0.000000,0.000000,-0.464466,0.399600,0.032086
3487541349.615915,1.231699,0.105272,0.000000,0.000000,0.000000,-0.347867,0.028211,0.356087,-0.498396,1.339022,1.581445,0.242423,0.240878,0.047149,-0.355998,-0.007954,0.000000,0.000000,3.999002,0.089353,-0.016682,0.746628,0.240878,-0.355998,0.000000,0.000000,0.047149,-0.007954,0.000000,0.000000,-0.456860,0.390463,0.031184
3487541349.659277,1.231699,0.105272,0.000000,0.000000,0.000000,-0.340791,0.028379,0.347309,-0.460272,1.336827,1.574369,0.237542,0.236020,0.045986,-0.347217,-0.008029,0.000000,0.000000,3.998931,0.092476,-0.017294,0.747840,0.236020,-0.347217,0.000000,0.000000,0.045986,-0.008029,0.000000,0.000000,-0.441157,0.381640,0.030309
3487541349.696161,1.231699,0.105272,0.000000,0.000000,0.000000,-0.333885,0.028546,0.339553,-0.361078,1.334888,1.567462,0.232574,0.231076,0.044844,-0.339457,-0.008110,0.000000,0.000000,3.998859,0.095535,-0.017892,0.748913,0.231076,-0.339457,0.000000,0.000000,0.044844,-0.008110,0.000000,0.000000,-0.429889,0.373042,0.029450
3487541349.735949,1.231699,0.105272,0.000000,0.000000,0.000000,-0.327137,0.028726,0.332682,-0.332100,1.333171,1.560714,0.227544,0.226068,0.043786,-0.332582,-0.008175,0.000000,0.000000,3.998792,0.098291,-0.018432,0.749865,0.226068,-0.332582,0.000000,0.000000,0.043786,-0.008175,0.000000,0.000000,-0.422427,0.364593,0.028667
3487541349.775950,1.231699,0.105272,0.000000,0.000000,0.000000,-0.320538,0.028896,0.324453,-0.100882,1.331113,1.554115,0.223002,0.221548,0.042788,-0.324350,-0.008187,0.000000,0.000000,3.998726,0.100932,-0.018956,0.751012,0.221548,-0.324350,0.000000,0.000000,0.042788,-0.008187,0.000000,0.000000,-0.407585,0.356441,0.027935
3487541349.815893,1.231699,0.105272,0.000000,0.000000,0.000000,-0.314092,0.029065,0.316847,-0.370846,1.329212,1.547668,0.218456,0.217022,0.041869,-0.316741,-0.008185,0.000000,0.000000,3.998665,0.103334,-0.019435,0.752075,0.217022,-0.316741,0.000000,0.000000,0.041869,-0.008185,0.000000,0.000000,-0.395261,0.348536,0.027270
3487541349.856015,1.231699,0.105272,0.000000,0.000000,0.000000,-0.307793,0.029233,0.308051,-0.519914,1.327013,1.541368,0.214356,0.212942,0.040972,-0.307943,-0.008140,0.000000,0.000000,3.998603,0.105701,-0.019913,0.753309,0.212942,-0.307943,0.000000,0.000000,0.040972,-0.008140,0.000000,0.000000,-0.376400,0.341008,0.026624
3487541349.898260,1.231699,0.105272,0.000000,0.000000,0.000000,-0.301638,0.029413,0.306467,-0.158384,1.326617,1.535213,0.208596,0.207202,0.040129,-0.306356,-0.008254,0.000000,0.000000,3.998549,0.107733,-0.020302,0.753524,0.207202,-0.306356,0.000000,0.000000,0.040129,-0.008254,0.000000,0.000000,-0.393038,0.333148,0.026032
3487541349.936502,1.231699,0.105272,0.000000,0.000000,0.000000,-0.298615,0.029497,0.300152,-0.366711,1.325038,1.532189,0.207151,0.205766,0.039731,-0.300041,-0.008165,0.000000,0.000000,3.998520,0.108807,-0.020529,0.754416,0.205766,-0.300041,0.000000,0.000000,0.039731,-0.008165,0.000000,0.000000,-0.373525,0.325677,0.025750
3487541349.976020,1.231699,0.105272,0.000000,0.000000,0.000000,-0.292667,0.029660,0.293123,-0.287227,1.323281,1.526240,0.202959,0.201595,0.038878,-0.293010,-0.008137,0.000000,0.000000,3.998458,0.111040,-0.020978,0.755406,0.201595,-0.293010,0.000000,0.000000,0.038878,-0.008137,0.000000,0.000000,-0.362105,0.318435,0.025139
3487541350.016430,1.231699,0.105272,0.000000,0.000000,0.000000,-0.286864,0.029832,0.285160,-0.126318,1.321290,1.520436,0.199146,0.197801,0.038081,-0.285046,-0.008063,0.000000,0.000000,3.998401,0.113097,-0.021399,0.756534,0.197801,-0.285046,0.000000,0.000000,0.038081,-0.008063,0.000000,0.000000,-0.345445,0.311526,0.024577
3487541350.056131,1.231699,0.105272,0.000000,0.000000,0.000000,-0.233555,0.007166,0.278016,-0.418878,1.319504,1.468535,0.149031,0.145991,0.072913,-0.277965,-0.005308,0.000000,0.000000,3.999271,0.076368,-0.014469,0.757722,0.145991,-0.277965,0.000000,0.000000,0.072913,-0.005308,0.000000,0.000000,-0.522640,0.301073,0.053136
3487541350.096446,1.231699,0.105272,0.000000,0.000000,0.000000,-0.174392,-0.018489,0.271560,-0.369952,1.317890,1.411527,0.093637,0.088251,0.112334,-0.271549,-0.002355,0.000000,0.000000,3.999850,0.034682,-0.006579,0.758760,0.088251,-0.271549,0.000000,0.000000,0.112334,-0.002355,0.000000,0.000000,-0.729353,0.286486,0.084654
